Tabla;Codigo;Nombre;Descripcion;Habilitado;Aplicacion;IsStandardGEL;IsStandardMSPS;Extra_I:Marca;Extra_II:Referencias;Extra_III:RegistroSanitario;Extra_IV:EstadoRegistro;Extra_V:Titular;Extra_VI:Fabricante;Extra_VII:Importador;Extra_VIII:NivelRiesgo;Extra_IX:PresentacionComercial;Extra_X:UnidadUso;ValorRegistro;UsuarioResponsable;Fecha_Actualizacion;IsPublicPrivate
DispositivosMedicosLibertadVigilada;20074555-4;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G158 DYNAGEN X4 CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074555-5;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G172 AUTOGEN CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074555-6;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G173 AUTOGEN CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074555-7;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G175 AUTOGEN CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074555-8;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G177 AUTOGEN X4 CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074555-9;DESFIBRILADOR PARA TERAPIA DE RESINCRONIZACION CARDIACA;DESFIBRILADOR;SI;;False;False;BOSTON SCIENTIFIC, DYNAGEN, AUTOGEN;G179 AUTOGEN X4 CRT-D;INVIMA 2024DM-0011485-R1;Vigente;BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC LIMITED/BOSTON SCIENTIFIC CORPORATION;BOSTON SCIENTIFIC COLOMBIA LIMITADA.;III;1;1 Desfibrilador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-1;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBA2Q1 VIVA QUAD XT CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-10;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBB2D1 VIVA S CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-11;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBB2D4 VIVA S CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-12;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBC2Q1 BRAVA QUAD CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-2;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBC2QQ BRAVA QUAD CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-3;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBC2D1 BRAVA CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-4;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBC2D4 BRAVA CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-5;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBA2QQ VIVA QUAD XT CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-6;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBB2Q1 VIVA QUAD S CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-7;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBB2QQ VIVA QUAD S CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-8;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBA2D1 VIVA XT CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074682-9;VIVA BRAVA DESFIBRILADOR AUTOMATICO IMPLANTABLE CON TERAPIA DE RESINCRONIZACION CARDIACA;CARDIORESINCRONIZADOR;SI;;False;False;MEDTRONIC EUROPE S. A.R.L;DTBA2D4 VIVA XT CRT-D;INVIMA 2014DM-0011416;Vencido;MEDTRONIC INC;MEDTRONIC EUROPE S. A.R.L;MEDTRONIC COLOMBIA S.A;IIb;1;1 Desfibriladorresincronizador;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-1;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD3012KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-10;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD3524KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-11;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD3528KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-12;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4009KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-13;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4012KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-14;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4015KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-15;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4018KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-16;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4024KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-17;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD4028KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-18;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2209KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-19;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2212KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-2;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD3015KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-20;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2215KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-21;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2218KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-22;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2224KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-23;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2228KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-24;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2233KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-25;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2238KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-26;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2533KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-27;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2538KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-28;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2733KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-29;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 2738KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-3;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD3018KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-30;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 3033KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-31;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 3038KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-32;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 3533KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-33;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 3538KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-34;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 4033KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-35;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RD 4038KSM.;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-36;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RQ2209KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-37;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RQ2509KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
DispositivosMedicosLibertadVigilada;20074699-38;ULTIMASTER SISTEMA DE STENT CORONARIO LIBERADOR DE SIROLIMUS ULTIMASTER SIROLIMUS ELUTING CORONARY STENT SYSTEM-TERUMO;EstentCORONARIO MEDICADO;SI;;False;False;TANSEI;DE-RQ2709KSM;INVIMA 2024DM-0011620-R1;Vigente;TERUMO COLOMBIA ANDINA SAS;TERUMO EUROPE N.V ASHITAKA DE TERUMO CORPORATION;TERUMO COLOMBIA ANDINA SAS;III;1;1 Estent;;;2025-03-25 05:55:09 PM;
