ref,codigo,descripcion,uvr,tipo
03661,294200,CORRECCIÓN DE ESTENOSIS NASOFARÍNGEA SOD,100.0,quirurgico
03670,296100,DILATACIÓN DE FARINGE SOD,30.0,quirurgico
03670,296200,DILATACIÓN DE NASOFARINGE SOD,30.0,quirurgico
03671,290301,"EXTRACCIÓN DE CUERPO EXTRAÑO ENCLAVADO EN FARINGE , POR VIA EXTERNA",90.0,quirurgico
04101,060901,DRENAJE DE COLECCIÓN EN AREA TIROIDEA POR INCISION,30.0,quirurgico
04102,060200,REAPERTURA DE HERIDA DE AREA TIROIDEA SOD,50.0,quirurgico
04102,060902,EXTRACCION DE CUERPO EXTRAÑO POR INCISION,50.0,quirurgico
04102,060903,EXPLORACION DE CUELLO O AREA TIROIDEA POR INCISION,50.0,quirurgico
04102,069100,REEXPLORACIÓN DE CUELLO Y MEDIASTINO SOD,50.0,quirurgico
04110,062200,HEMITIROIDECTOMIA SOD,120.0,quirurgico
04110,063100,RESECCIÓN DE LESION EN TIROIDES SOD,120.0,quirurgico
04110,063901,ISTMECTOMIA,120.0,quirurgico
04110,063902,TIROIDECTOMÍA RESIDUAL,120.0,quirurgico
04110,063903,TIROIDECTOMÍA SUBTOTAL (LOBECTOMÍA TIROIDEA PARCIAL DE AMBOS LOBULOS O TOTAL DE UNO Y PARCIAL DE OTRO),120.0,quirurgico
04110,065100,TIROIDECTOMIA RETROESTERNAL PARCIAL SOD,120.0,quirurgico
04110,066100,ESCISION DE TIROIDES LINGUAL SOD,120.0,quirurgico
04112,064100,TIROIDECTOMIA TOTAL SOD,150.0,quirurgico
04112,065200,TIROIDECTOMIA RETROESTERNAL TOTAL SOD,150.0,quirurgico
04120,067000,RESECCION DE CONDUCTO TIROGLOSO SOD,180.0,quirurgico
04120,067100,RESECCION DE QUISTE TIROGLOSO SOD,180.0,quirurgico
04121,067200,RESECCION DE FISTULA TIROGLOSA SOD,80.0,quirurgico
04123,295202,CIERRE DE QUISTE BRANQUIAL,100.0,quirurgico
04130,068100,PARATIROIDECTOMIA TOTAL SOD,165.0,quirurgico
04130,068900,PARATIROIDECTOMÍA PARCIAL SOD,165.0,quirurgico
04131,398001,RESECCION DE TUMOR DE CUERPO CAROTIDEO (QUEMODECTOMIA) SIN ESCISION DE LA CAROTIDA,200.0,quirurgico
04132,398002,RESECCION DE TUMOR DE CUERPO CAROTIDEO (QUEMODECTOMIA) CON ESCISION DE LA CAROTIDA,210.0,quirurgico
04133,296301,RESECCION RADICAL DE OROFARINGE (TEJIDOS BLANDOS Y DUROS) POR TUMOR [OPERACIÓN DE MONOBLOQUE],250.0,quirurgico
04140,402500,ESCISIÓN DE HIGROMA QUISTICO DE CUELLO SOD,100.0,quirurgico
04141,402600,ESCISIÓN DE LINFANGIOMA DE CUELLO SOD,100.0,quirurgico
05101,386100,TOMA DE INJERTO ARTERIAL SOD,55.0,quirurgico
05101,386200,TOMA DE INJERTO VENOSO SOD,55.0,quirurgico
05101,397301,EXPLORACION DE ARTERIA SUBCLAVIA (6),90.0,quirurgico
05101,397302,EXPLORACION DE ARTERIA AXILAR (6),90.0,quirurgico
05101,397303,EXPLORACION DE ARTERIA DE BRAZO O ANTEBRAZO (6),55.0,quirurgico
05101,397304,EXPLORACION DE VENA SUBCLAVIA (6),90.0,quirurgico
05101,397305,EXPLORACION DE VENA AXILAR (6),90.0,quirurgico
05101,397306,EXPLORACION DE VENA DE BRAZO O ANTEBRAZO (6),55.0,quirurgico
05101,397801,EXPLORACION ARTERIAL SUPRAPATELAR (6),55.0,quirurgico
05101,397802,EXPLORACION ARTERIAL INFRAPATELAR (6),55.0,quirurgico
05101,397901,EXPLORACION VENOSA SUPRAPATELAR (6),55.0,quirurgico
05101,397902,EXPLORACION VENOSA INFRAPATELAR (6),55.0,quirurgico
05103,380301,TROMBOLECTOMIA DE ARTERIA SUBCLAVIA,80.0,quirurgico
05103,380302,TROMBOEMBOLECTOMIA ARTERIAL AXILAR,80.0,quirurgico
05103,380303,TROMBOEMBOLECTOMIA ARTERIAL DE BRAZO O ANTEBRAZO,80.0,quirurgico
05103,380304,TROMBOLECTOMIA DE VENA SUBCLAVIA,100.0,quirurgico
05103,380305,TROMBOEMBOLECTOMIA VENOSA AXILAR,90.0,quirurgico
05103,380306,TROMBOEMBOLECTOMIA VENOSA DE BRAZO O ANTEBRAZO,80.0,quirurgico
05103,380500,TROMBOEMBOLECTOMIA EN VASOS ESPINALES SOD (77),80.0,quirurgico
05103,380801,TROMBOEMBOLECTOMIA SUPRAPATELAR DE ARTERIAS EN MIEMBROS INFERIORES,80.0,quirurgico
05103,380802,TROMBOEMBOLECTOMIA INFRAPATELAR DE ARTERIAS EN MIEMBROS INFERIORES,80.0,quirurgico
05103,380901,TROMBOEMBOLECTOMIA SUPRAPATELAR VENOSA PROFUNDA,80.0,quirurgico
05103,380902,TROMBOEMBOLECTOMIA INFRAPATELAR VENOSA PROFUNDA,80.0,quirurgico
05103,380903,TROMBOEMBOLECTOMIA VENOSA SUPERFICIAL EN MIEMBROS INFERIORES,80.0,quirurgico
05103,385801,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL SUPRAPATELAR (78)",80.0,quirurgico
05103,385802,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL INFRAPATELAR (78)",80.0,quirurgico
05103,385901,"OCLUSION, PINZAMIENTO O LIGADURAVENOSA PROFUNDA SUPRAPATELAR (78)",80.0,quirurgico
05103,385902,"OCLUSION, PINZAMIENTO O LIGADURAVENOSA PROFUNDA INFRAPATELAR (78)",80.0,quirurgico
05103,385303,"OCLUSION, PINZAMIENTO O LIGADURA DE VASOS EN BRAZO O ANTEBRAZO (78)",80.0,quirurgico
05104,381301,ENDARTERECTOMIA DE SUBCLAVIA (76),80.0,quirurgico
05104,381301,ENDARTERECTOMIA DE SUBCLAVIA (76),80.0,quirurgico
05104,381302,ENDARTERECTOMIA AXILAR (76),80.0,quirurgico
05104,381303,ENDARTERECTOMIA DE VASOS DE BRAZO O ANTEBRAZO (76),80.0,quirurgico
05104,381801,ENDARTERECTOMIA SUPRAPATELAR (76),80.0,quirurgico
05104,381802,ENDARTERECTOMIA INFRAPATELAR (76),80.0,quirurgico
05104,383301,RESECCION CON ANASTOMOSIS PRIMARIA DE SUBCLAVIA (8),130.0,quirurgico
05104,383302,RESECCION CON ANASTOMOSIS PRIMARIA AXILAR (8),130.0,quirurgico
05104,383303,RESECCION CON ANASTOMOSIS TERMINO-TERMINAL EN BRAZO O ANTEBRAZO (8),130.0,quirurgico
05104,383801,ANASTOMOSIS ARTERIAL PRIMARIA SUPRAPATELAR (8),130.0,quirurgico
05104,383802,ANASTOMOSIS ARTERIAL PRIMARIA INFRAPATELAR (8),130.0,quirurgico
05104,383900,RESECCION CON ANASTOMOSIS DE VENAS DE MIEMBROS INFERIORES SOD (8),130.0,quirurgico
05104,383901,ANASTOMOSIS VENOSA TERMINO-TERMINAL SUPRAPATELAR (8),130.0,quirurgico
05104,383902,ANASTOMOSIS VENOSA TERMINO-TERMINAL INFRAPATELAR (8),130.0,quirurgico
05104,394100,CONTROL DE HEMORRAGIA DESPUES DE CIRUGIA VASCULAR SOD,80.0,quirurgico
05105,384301,RESECCION DE SUBCLAVIA CON INTERPOSICION DE INJERTO O PROTESIS (9),220.0,quirurgico
05105,384302,RESECCION AXILAR CON INTERPOSICION DE INJERTO O PROTESIS (9),220.0,quirurgico
05105,384303,RESECCION EN BRAZO O ANTEBRAZO CON INTERPOSICION DE INJERTO O PROTESIS (9),220.0,quirurgico
05105,384801,RESECCION ARTERIAL SUPRAPATELAR CON INJERTO AUTOLOGO O PROTESIS (9),220.0,quirurgico
05105,384802,RESECCION ARTERIAL INFRAPATELAR CON INJERTO AUTOLOGO O PROTESIS (9),220.0,quirurgico
05105,384900,RESECCION CON SUSTITUCION DE VENAS DE MIEMBROS INFERIORES SOD (9),220.0,quirurgico
05130,385903,LIGADURA DE PERFORANTES,110.0,quirurgico
05130,388903,LIGADURA Y ESCISIÓN DE SAFENA EXTERNA,110.0,quirurgico
05130,388904,LIGADURA Y ESCISIÓN DE SAFENA INTERNA,110.0,quirurgico
05131,388901,LIGADURA Y ESCISIÓN SUPRAPATELAR DE VENAS VARICOSAS,110.0,quirurgico
05131,388902,LIGADURA Y ESCISIÓN INFRAPATELAR DE VENAS VARICOSAS NCOC,100.0,quirurgico
05170,392802,DERIVACION (INJERTO) O PUENTE FEMORO-PERONEAL,150.0,quirurgico
05170,392803,DERIVACION (INJERTO) O PUENTE FEMORO-POPLITEO,150.0,quirurgico
05170,392804,DERIVACION (INJERTO) O PUENTE FEMORO-TIBIAL,150.0,quirurgico
05171,392800,DERIVACION O PUENTES EN VASOS PERIFERICOS SOD,150.0,quirurgico
05173,384901,TRANSPOSICION VENOSA CON SEGMENTO VALVULADO,200.0,quirurgico
05220,407101,ANASTOMOSIS DE VASOS LINFATICOS DE GRUESO CALIBRE,150.0,quirurgico
05221,407200,LINFANGIORRAFIA SOD,60.0,quirurgico
05222,407400,TRASPLANTE DE LINFATICOS AUTOGENOS SOD,150.0,quirurgico
05223,406500,DERIVACION LINFOVENOSA SOD,100.0,quirurgico
05230,406300,CIERRE DE FISTULA DEL CONDUCTO TORACICO SOD,150.0,quirurgico
05231,406600,LIGADURA (OBLITERACION) EN EL AREA ILIACA SOD,150.0,quirurgico
05232,406400,LIGADURA DEL CONDUCTO TORACICO SOD,150.0,quirurgico
04114,404100,"VACIAMIENTO LINFATICO RADICAL DE CUELLO, UNILATERAL SOD",100.0,quirurgico
04114,404200,"VACIAMIENTO LINFATICO RADICAL DE CUELLO, BILATERAL SOD",175.0,quirurgico
04114,404301,"VACIAMIENTO LINFATICO RADICAL MODIFICADO DE CUELLO, UNILATERAL",100.0,quirurgico
04114,404302,"VACIAMIENTO LINFATICO RADICAL MODIFICADO DE CUELLO, BILATERAL",175.0,quirurgico
04116,404400,VACIAMIENTO RADICAL SUPRAHIOIDEO DE CUELLO SOD,80.0,quirurgico
10115,402300,ESCISIÓN DE GANGLIO LINFATICO AXILAR SOD,90.0,quirurgico
06123,405100,VACIAMIENTO RADICAL LINFATICO AXILAR SOD,150.0,quirurgico
07170,402400,ESCISIÓN DE GANGLIO LINFATICO INGUINAL SOD,150.0,quirurgico
07171,402400,ESCISIÓN DE GANGLIO LINFATICO INGUINAL SOD,150.0,quirurgico
07171,405300,VACIAMIENTO RADICAL LINFATICO INGUINO ILIACO SOD,150.0,quirurgico
07171,405301,"LINFADENECTOMIA RADICAL INGUINOFEMORAL, UNILATERAL",110.0,quirurgico
07171,405302,LINFADENECTOMIA RADICAL INGUINOFEMORAL O ILIACA BILATERAL,265.0,quirurgico
07171,405402,LINFADENECTOMIA RADICAL EXTRAPERITONEAL,150.0,quirurgico
09334,405500,ESCISION RADICAL DE GANGLIOS LINFATICOS RETROPERITONEALES SOD (157),130.0,quirurgico
09515,405401,LINFADENECTOMIA RADICAL PELVICA,130.0,quirurgico
05301,397201,EXPLORACION DE ARTERIAS EN CUERO CABELLUDO Y CARA,75.0,quirurgico
05301,397202,EXPLORACION DE ARTERIAS ZONA I Y III DE CUELLO,90.0,quirurgico
05301,397203,EXPLORACION DE ARTERIAS EN ZONA II DE CUELLO,90.0,quirurgico
05301,397204,EXPLORACION DE VENAS EN CUERO CABELLUDO Y CARA,75.0,quirurgico
05301,397205,EXPLORACION DE VENA EN ZONA I Y III DEL CUELLO,90.0,quirurgico
05301,397206,EXPLORACION DE VENA EN ZONA II DEL CUELLO,90.0,quirurgico
05301,393201,SUTURA DE ARTERIAS EN ZONA I Y III DEL CUELLO (7),110.0,quirurgico
05301,393202,SUTURA DE ARTERIAS EN ZONA II DEL CUELLO (7),110.0,quirurgico
05301,393203,SUTURA DE VENAS ZONA I Y III DE CUELLO (7),110.0,quirurgico
05301,393204,SUTURA DE VENAS ZONA II DE CUELLO (7),110.0,quirurgico
05301,385201,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA I Y III DEL CUELLO (7)",110.0,quirurgico
05301,385202,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA II DEL CUELLO (7)",110.0,quirurgico
05301,385203,"OCLUSION, PINZAMIENTO O LIGADURA VENOSA EN ZONA I Y III DEL CUELLO (7)",110.0,quirurgico
05301,385204,"OCLUSION, PINZAMIENTO O LIGADURA VENOSA EN ZONA II DEL CUELLO (7)",110.0,quirurgico
05303,380201,TROMBOEMBOLECTOMIA ARTERIAL DE ZONA I Y III DE CUELLO,125.0,quirurgico
05303,380202,TROMBOEMBOLECTOMIA ARTERAL DE ZONA II DE CUELLO,125.0,quirurgico
05303,380203,TROMBOEMBOLECTOMIA VENOSA DE ZONA I Y III DE CUELLO,125.0,quirurgico
05303,380204,TROMBOEMBOLECTOMIA VENOSA DE ZONA II DE CUELLO,125.0,quirurgico
05303,381201,ENDARTERECTOMIA DE LA CAROTIDA COMUN (10),125.0,quirurgico
05303,381202,ENDARTERECTOMIA DE ARTERIA CAROTIDA EXTERNA (10),125.0,quirurgico
05303,383202,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO (11),180.0,quirurgico
05303,383203,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO (11),180.0,quirurgico
05303,383204,RESECCION VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO (11),180.0,quirurgico
05303,383205,RESECCION VENOSA CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO (11),180.0,quirurgico
05310,384201,RESECCION CON INJERTO AUTOLOGO O PROTESIS DE VASOS DE LA ZONA I Y III DEL CUELLO (11),300.0,quirurgico
05310,384202,RESECCION CON INJERTO AUTOLOGO O PROTESIS DE VASOS DE LA ZONA II DE CUELLO (11),300.0,quirurgico
05401,380601,TROMBOEMBOLECTOMIA DE ARTERIAS ABDOMINALES VIA ABIERTA,100.0,quirurgico
05401,380700,TROMBOEMBOLECTOMIA DE VENAS ABDOMINALES SOD,100.0,quirurgico
05401,380701,"TROMBOEMBOLECTOMIA DE VENAS ABDOMINALES, VIA ABIERTA",100.0,quirurgico
05401,381603,ENDARTERECTOMIA AORTOILIACA (76),100.0,quirurgico
05421,381400,ENDARTERECTOMIA DE AORTA SOD (76),185.0,quirurgico
05421,384400,RESECCION CON SUSTITUCION DE AORTA ABDOMINAL SOD,250.0,quirurgico
05421,392604,DERIVACION AORTICO-MESENTERICO SUPERIOR,250.0,quirurgico
05422,384600,RESECCION CON SUSTITUCION DE ARTERIAS ABDOMINALES SOD,200.0,quirurgico
05430,381500,ENDARTERECTOMIA DE VASOS TORACICOS SOD (76),185.0,quirurgico
05440,392400,DERIVACION AORTA-RENAL SOD (12),240.0,quirurgico
05440,392501,DERIVACION AORTO-FEMORAL (12),240.0,quirurgico
05440,392502,DERIVACION AORTO-ILIACA (12),240.0,quirurgico
05442,381601,ENDARTERECTOMIA RENAL (76),155.0,quirurgico
05443,381602,ENDARTERECTOMIA CELIACA Y/O MESENTERICA (76),155.0,quirurgico
05443,383601,RESECCION CON ANASTOMOSIS TERMINO-TERMINAL DE ARTERIAS ABDOMINALES (11),200.0,quirurgico
05444,383701,RESECCION CON ANASTOMOSIS TERMINO- TERMINAL DE VENAS ABDOMINALES (11),250.0,quirurgico
05444,384700,RESECCION CON SUSTITUCION DE VENAS ABDOMINALES SOD (11),250.0,quirurgico
05444,388700,LIGADURA Y ESCISIÓN DE VENAS VARICOSAS ABDOMINALES SOD,125.0,quirurgico
05501,384500,RESECCION CON SUSTITUCION DE VASOS TORACICOS SOD,200.0,quirurgico
05501,385500,"OCLUSION, PINZAMIENTO O LIGADURA DE VASOS TORACICOS SOD",125.0,quirurgico
05501,390200,ANASTOMOSIS (INJERTO) SUBCLAVIA-PULMONAR SOD,200.0,quirurgico
05501,392100,ANASTOMOSIS DE VENA CAVA-ARTERIA PULMONAR SOD,200.0,quirurgico
05501,392100,ANASTOMOSIS DE VENA CAVA-ARTERIA PULMONAR SOD,200.0,quirurgico
05501,392201,DERIVACION DE AORTA A CAROTIDA,200.0,quirurgico
05501,392203,DERIVACION O PUENTE SUBCLAVIO- SUBCLAVIO,200.0,quirurgico
05501,392204,DERIVACION O PUENTE AORTO- SUBCLAVIO,200.0,quirurgico
05502,381501,TROMBOENDARTERECTOMIA PULMONAR (76),350.0,quirurgico
05520,383401,RECONSTRUCION DE AORTA TORACICA ASCENDENTE,410.0,quirurgico
05521,383402,RECONSTRUCCION DEL CAYADO AORTICO,500.0,quirurgico
05522,383403,RECONSTRUCION DE AORTA TORACICA DESCENDENTE,400.0,quirurgico
05523,383405,"RECONSTRUCION AORTICA TORACO- ABDOMINAL (METODOS CLASICO, DE KOUCHOUKOSY DE LA TROMPA DE ELEFANTE)",500.0,quirurgico
05530,358701,REPARACION DE COARTACION AORTICA CON RESECCION Y ANASTOMOSIS T-T.,350.0,quirurgico
05530,358702,REPARACION DE COARTACION AORTICA CON RESECCION Y COLGAJO DE SUBCLAVIA,350.0,quirurgico
05530,358703,REPARACION DE COARTACION AORTICA CON INTERPOSICION DE INJERTO,350.0,quirurgico
05530,390100,ANASTOMOSIS (INJERTO) AORTA ASCENDENTE-ARTERIA PULMONAR SOD,350.0,quirurgico
05533,358001,REPARACION DE CANAL ATRIO-VENTRICULAR PARCIAL,300.0,quirurgico
05533,358301,CIERRE DE DUCTUS ARTERIOSO PERSITENTE POR TORACOTOMIA,300.0,quirurgico
05535,358803,REPARO DE VENTANA AORTOPULMONAR CON PARCHE AORTICO Y/O PULMONAR,300.0,quirurgico
05535,359200,CREACION DE CONDUCTO ENTRE EL VENTRICULO DERECHO Y LA ARTERIA PULMONAR SOD,300.0,quirurgico
05535,359300,CREACION DE CONDUCTO ENTRE EL VENTRICULO IZQUIERDO Y LA AORTA SOD,300.0,quirurgico
05535,359401,CREACION DE CONDUCTO ENTRE AURICULA Y ARTERIA PULMONAR,300.0,quirurgico
05535,359402,CREACION DE FISTULAS SISTEMICO-PULMONARES,300.0,quirurgico
05535,359403,DERIVACION CAVO- PULMONAR TOTAL [FONTAN],300.0,quirurgico
05535,359404,DERIVACION CAVO SUPERIOR A ARTERIA PULMONAR [GLENN CLASICO O BIDIRECCIONAL],300.0,quirurgico
05535,359405,"DERIVACION CAVO SUPERIOR- PULMONAR, DEJANDO FLUJO ANTEROGRADO (REPARO UNO Y MEDIO VENTRICULAR)",300.0,quirurgico
05536,359700,CERCLAJE DE ARTERIA PULMONAR SOD,300.0,quirurgico
05601,373600,EXTRACCION DE CUERPO EXTRAÑO INTRACARDIACO SOD,310.0,quirurgico
05602,373700,EXTRACCION DE CUERPO EXTRAÑO INTRAPERICARDICO SOD,150.0,quirurgico
05603,373103,ESCISIÓN DE QUISTE O TUMOR PERICARDICO,150.0,quirurgico
05604,373301,ESCISION DE TUMOR DEL CORAZON (75),400.0,quirurgico
05604,373303,RESECCION ENDOMIOCARDICA (75),400.0,quirurgico
05606,373100,PERICARDIECTOMIA SOD,240.0,quirurgico
05608,373200,ESCISION DE ANEURISMA DE CORAZON SOD,400.0,quirurgico
05609,374300,PERICARDIORRAFIA SOD,125.0,quirurgico
05620,351100,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA AORTICA VIA ABIERTA SOD",450.0,quirurgico
05621,352100,REEMPLAZO DE LA VALVULA AORTICA CON PROTESIS MECANICA O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
05621,352600,REEMPLAZO DE LA VALVULA AORTICA Y AORTA ASCENDENTE SOD,680.0,quirurgico
05623,351200,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA MITRAL VIA ABIERTA SOD",425.0,quirurgico
05624,352200,REEMPLAZO DE VALVULA MITRAL CON PROTESIS O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
05625,351400,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA TRICUSPIDEA VIA ABIERTA SOD",400.0,quirurgico
05626,352700,REINTERVENCION POR DISFUNCION PROTESICA VALVULAR SIN REEMPLAZO O SUSTITUCION SOD,350.0,quirurgico
05627,352300,REEMPLAZO DE VALVULA TRICUSPIDE CON PROTESIS MECANICA O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
05630,351300,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA PULMONAR VIA ABIERTA SOD",385.0,quirurgico
05631,352400,REEMPLAZO O RECONSTRUCCION DE DOS O TRES VALVULAS SOD (199),500.0,quirurgico
05632,352500,REINTERVENCION PARA SUSTITUCIÓN DE PROTESIS VALVULARES SOD * (200),550.0,quirurgico
05641,355101,REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS,370.0,quirurgico
05641,356100,ATRIOSEPTOPLASTIA CON INJERTO (PARCHE) DE TEJIDO SOD *,370.0,quirurgico
05641,356101,REPARACION DE DEFECTO INTERAURICULAR CON SUTURA CONTINUA,370.0,quirurgico
05642,355201,REPARACION DE DEFECTO DE TABIQUE INTERVENTRICULAR CON PROTESIS,400.0,quirurgico
05642,356201,"REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE AURICULA DERECHA, VENTRICULOTOMIA DERECHA O ARTERIOTOMIA PULMONAR O AORTICA",400.0,quirurgico
05642,356202,REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE VENTRICULOTOMIA IZQUIERDA,400.0,quirurgico
05643,358800,CORRECCION TOTAL DE TRANSPOSICION DE GRANDES VASOS SOD *,550.0,quirurgico
05643,358801,TRANSPOSICION DEL RETORNO VENOSO CON PARCHE O SEPTACION INTERAURICULAR [MUSTARD Y SENNING],550.0,quirurgico
05643,358802,TRANSPOSICION ARTERIAL CON REIMPLANTE DE CORONARIAS [JATENE],550.0,quirurgico
05643,358002,"REPARACION DE CANAL ATRIO-VENTRICULAR COMPLETO ( RASTELLY A, B, C)",550.0,quirurgico
05643,358101,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE RAMAS PULMONARES,550.0,quirurgico
05643,358102,REPARACION TRANSATRIAL DE LA TETRALOGIA DE FALLOT CON ESTENOSIS PULMONAR,550.0,quirurgico
05643,358103,REPARACION TRANSVENTRICULAR DE LA TETRALOGIA DE FALLOT,550.0,quirurgico
05643,358104,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE BIFURCACION DEL TRONCO PULMONAR,550.0,quirurgico
05643,358105,REPARACION DE TETRALOGIA DE FALLOT CON CORONARIA ANOMALA ( DESCENDENTE ANTERIOR ORIGINADA DE LA CORONARIA DERECHA),550.0,quirurgico
05643,358106,REPARACION DE TETRALOGIA DE FALLOT CON FISTULA SISTEMICO PULMONAR PREVIA,550.0,quirurgico
05643,358201,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL SUPRACARDIACO,550.0,quirurgico
05643,358202,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL INFRACARDIACO,550.0,quirurgico
05643,358203,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A SENO CORONARIO O INTRACARDIACO,550.0,quirurgico
05643,358204,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A AURICULA DERECHA,550.0,quirurgico
05643,358205,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A VENA INFRADIAFRAGMATICA,550.0,quirurgico
05643,358206,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL MIXTO,550.0,quirurgico
05643,358207,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES DERECHAS A VENA CAVA SUPERIOR,550.0,quirurgico
05643,358208,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES DERECHAS A VENA CAVA INFERIOR,550.0,quirurgico
05643,358209,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES IZQUIERDA A VENA INNOMINADA,550.0,quirurgico
05643,358306,REPARO DEL TRUNCUS ARTERIOSO CON HOMOINJERTO O CON TEJIDO AUTOLOGO,550.0,quirurgico
05643,358307,REPARO DEL TRUNCUS ARTERIOSO CON CONDUCTO EXTERNO,550.0,quirurgico
05643,358308,REPARO DEL TRUNCUS ARTERIOSO CON PARCHE PERICARDICO DEJANDO ARTERIA PULMONAR ANTERIOR A LA AORTA [LECOMPTE],550.0,quirurgico
05643,358401,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO Y CONEXION ATRIOVENTRICULAR CONCORDANTE O DISCORDANTE,550.0,quirurgico
05643,358402,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO CON ESTENOSIS PULMONAR,550.0,quirurgico
05643,358403,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO E HIPOPLASIA DEL VENTRICULO DERECHO,550.0,quirurgico
05643,358501,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV SUBAORTICA Y ESTENOSIS PULMONAR,550.0,quirurgico
05643,358502,REPARO DE DEFECTO VENTRICULAR POR TRANSPOSICION AORTA CABALGAMIENTO PULMONAR [CORAZÓN DE TAUSSING- BING],550.0,quirurgico
05643,358503,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV DOBLE/ RELACIONADA,550.0,quirurgico
05643,358504,REPARODEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV NO RELACIONADA,550.0,quirurgico
05643,358505,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CANAL AV,550.0,quirurgico
05643,358506,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON L- MALPOSICION DE LA AORTA,550.0,quirurgico
05643,358507,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO Y CONEXIÓN ATRIOVENTRICULAR DISCORDANTE,550.0,quirurgico
05643,358508,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON ESTENOSIS PULMONAR,550.0,quirurgico
05643,358509,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO SIN ESTENOSIS PULMONAR,550.0,quirurgico
05643,358510,REPARO INTRAVENTRICULAR DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO,550.0,quirurgico
05644,359502,REINTERVENCION POR CARDIOPATIAS CONGENITAS COMPLEJAS,570.0,quirurgico
05660,374100,CARDIORRAFIA SOD *,150.0,quirurgico
05680,360300,ANGIOPLASTIA DE ARTERIA CORONARIA CON TORAX ABIERTO SOD *,300.0,quirurgico
05680,361100,ANASTOMOSIS AORTOCORONARIA DE UNA ARTERIA CORONARIA SOD * (13),470.0,quirurgico
05680,361200,ANASTOMOSIS AORTOCORONARIAO DE DOS ARTERIAS CORONARIAS SOD * (13),470.0,quirurgico
05680,361300,ANASTOMOSIS AORTOCORONARIAO DE TRES ARTERIAS CORONARIAS SOD * (13),470.0,quirurgico
05681,361400,ANASTOMOSIS AORTOCORONARIAO DE CUATRO O MAS ARTERIAS CORONARIAS SOD* (13),490.0,quirurgico
05680,361501,"ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR ESTERNOTOMIA O TORACOTOMIA (13)",470.0,quirurgico
