ref,codigo,descripcion,uvr,tipo
405500,405401,LINFADENECTOMIA RADICAL PELVICA,130.0,quirurgico
05301,397201,EXPLORACION DE ARTERIAS EN CUERO CABELLUDO Y CARA,75.0,quirurgico
397201,397202,EXPLORACION DE ARTERIAS ZONA I Y III DE CUELLO,90.0,quirurgico
397202,397203,EXPLORACION DE ARTERIAS EN ZONA II DE CUELLO,90.0,quirurgico
397203,397204,EXPLORACION DE VENAS EN CUERO CABELLUDO Y CARA,75.0,quirurgico
397204,397205,EXPLORACION DE VENA EN ZONA I Y III DEL CUELLO,90.0,quirurgico
397205,397206,EXPLORACION DE VENA EN ZONA II DEL CUELLO,90.0,quirurgico
397206,393201,SUTURA DE ARTERIAS EN ZONA I Y III DEL CUELLO (7),110.0,quirurgico
393201,393202,SUTURA DE ARTERIAS EN ZONA II DEL CUELLO (7),110.0,quirurgico
393202,393203,SUTURA DE VENAS ZONA I Y III DE CUELLO (7),110.0,quirurgico
393203,393204,SUTURA DE VENAS ZONA II DE CUELLO (7),110.0,quirurgico
393204,385201,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA I Y III DEL CUELLO (7)",110.0,quirurgico
385201,385202,"OCLUSION, PINZAMIENTO O LIGADURA ARTERIAL EN ZONA II DEL CUELLO (7)",110.0,quirurgico
385202,385203,"OCLUSION, PINZAMIENTO O LIGADURA VENOSA EN ZONA I Y III DEL CUELLO (7)",110.0,quirurgico
385203,385204,"OCLUSION, PINZAMIENTO O LIGADURA VENOSA EN ZONA II DEL CUELLO (7)",110.0,quirurgico
385204,380201,TROMBOEMBOLECTOMIA ARTERIAL DE ZONA I Y III DE CUELLO,125.0,quirurgico
380201,380202,TROMBOEMBOLECTOMIA ARTERAL DE ZONA II DE CUELLO,125.0,quirurgico
380202,380203,TROMBOEMBOLECTOMIA VENOSA DE ZONA I Y III DE CUELLO,125.0,quirurgico
380203,380204,TROMBOEMBOLECTOMIA VENOSA DE ZONA II DE CUELLO,125.0,quirurgico
380204,381201,ENDARTERECTOMIA DE LA CAROTIDA COMUN (10),125.0,quirurgico
381201,381202,ENDARTERECTOMIA DE ARTERIA CAROTIDA EXTERNA (10),125.0,quirurgico
381202,383202,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO (11),180.0,quirurgico
383202,383203,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO (11),180.0,quirurgico
383203,383204,RESECCION VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO (11),180.0,quirurgico
383204,383205,RESECCION VENOSA CON ANASTOMOSIS TERMINO- TERMINAL EN ZONA II DE CUELLO (11),180.0,quirurgico
383205,384201,RESECCION CON INJERTO AUTOLOGO O PROTESIS DE VASOS DE LA ZONA I Y III DEL CUELLO (11),300.0,quirurgico
384201,384202,RESECCION CON INJERTO AUTOLOGO O PROTESIS DE VASOS DE LA ZONA II DE CUELLO (11),300.0,quirurgico
05401,380601,TROMBOEMBOLECTOMIA DE ARTERIAS ABDOMINALES VIA ABIERTA,100.0,quirurgico
380601,380700,TROMBOEMBOLECTOMIA DE VENAS ABDOMINALES SOD,100.0,quirurgico
380700,380701,"TROMBOEMBOLECTOMIA DE VENAS ABDOMINALES, VIA ABIERTA",100.0,quirurgico
380701,381603,ENDARTERECTOMIA AORTOILIACA (76),100.0,quirurgico
05421,381400,ENDARTERECTOMIA DE AORTA SOD (76),185.0,quirurgico
381400,384400,RESECCION CON SUSTITUCION DE AORTA ABDOMINAL SOD,250.0,quirurgico
384400,392604,DERIVACION AORTICO-MESENTERICO SUPERIOR,250.0,quirurgico
392604,384600,RESECCION CON SUSTITUCION DE ARTERIAS ABDOMINALES SOD,200.0,quirurgico
384600,381500,ENDARTERECTOMIA DE VASOS TORACICOS SOD (76),185.0,quirurgico
381500,392400,DERIVACION AORTA-RENAL SOD (12),240.0,quirurgico
392400,392501,DERIVACION AORTO-FEMORAL (12),240.0,quirurgico
392501,392502,DERIVACION AORTO-ILIACA (12),240.0,quirurgico
392502,381601,ENDARTERECTOMIA RENAL (76),155.0,quirurgico
381601,381602,ENDARTERECTOMIA CELIACA Y/O MESENTERICA (76),155.0,quirurgico
381602,383601,RESECCION CON ANASTOMOSIS TERMINO-TERMINAL DE ARTERIAS ABDOMINALES (11),200.0,quirurgico
383601,383701,RESECCION CON ANASTOMOSIS TERMINO- TERMINAL DE VENAS ABDOMINALES (11),250.0,quirurgico
383701,384700,RESECCION CON SUSTITUCION DE VENAS ABDOMINALES SOD (11),250.0,quirurgico
384700,388700,LIGADURA Y ESCISIÓN DE VENAS VARICOSAS ABDOMINALES SOD,125.0,quirurgico
05501,384500,RESECCION CON SUSTITUCION DE VASOS TORACICOS SOD,200.0,quirurgico
384500,385500,"OCLUSION, PINZAMIENTO O LIGADURA DE VASOS TORACICOS SOD",125.0,quirurgico
385500,390200,ANASTOMOSIS (INJERTO) SUBCLAVIA-PULMONAR SOD,200.0,quirurgico
390200,391201,DERIVACION YUGULO-CAVA,200.0,quirurgico
391201,391202,DERIVACION YUGULO- ATRIAL,200.0,quirurgico
391202,392100,ANASTOMOSIS DE VENA CAVA-ARTERIA PULMONAR SOD,200.0,quirurgico
392100,392201,DERIVACION DE AORTA A CAROTIDA,200.0,quirurgico
392201,392203,DERIVACION O PUENTE SUBCLAVIO- SUBCLAVIO,200.0,quirurgico
392203,392204,DERIVACION O PUENTE AORTO- SUBCLAVIO,200.0,quirurgico
392204,381501,TROMBOENDARTERECTOMIA PULMONAR (76),350.0,quirurgico
05520,383401,RECONSTRUCION DE AORTA TORACICA ASCENDENTE,410.0,quirurgico
383401,383402,RECONSTRUCCION DEL CAYADO AORTICO,500.0,quirurgico
383402,383403,RECONSTRUCION DE AORTA TORACICA DESCENDENTE,400.0,quirurgico
383403,383405,"RECONSTRUCION AORTICA TORACO- ABDOMINAL (METODOS CLASICO, DE KOUCHOUKOSY DE LA TROMPA DE ELEFANTE)",500.0,quirurgico
383405,358701,REPARACION DE COARTACION AORTICA CON RESECCION Y ANASTOMOSIS T-T.,350.0,quirurgico
358701,358702,REPARACION DE COARTACION AORTICA CON RESECCION Y COLGAJO DE SUBCLAVIA,350.0,quirurgico
358702,358703,REPARACION DE COARTACION AORTICA CON INTERPOSICION DE INJERTO,350.0,quirurgico
358703,390100,ANASTOMOSIS (INJERTO) AORTA ASCENDENTE-ARTERIA PULMONAR SOD,350.0,quirurgico
390100,358001,REPARACION DE CANAL ATRIO-VENTRICULAR PARCIAL,300.0,quirurgico
358001,358301,CIERRE DE DUCTUS ARTERIOSO PERSITENTE POR TORACOTOMIA,300.0,quirurgico
358301,358803,REPARO DE VENTANA AORTOPULMONAR CON PARCHE AORTICO Y/O PULMONAR,300.0,quirurgico
358803,359200,CREACION DE CONDUCTO ENTRE EL VENTRICULO DERECHO Y LA ARTERIA PULMONAR SOD,300.0,quirurgico
359200,359300,CREACION DE CONDUCTO ENTRE EL VENTRICULO IZQUIERDO Y LA AORTA SOD,300.0,quirurgico
359300,359401,CREACION DE CONDUCTO ENTRE AURICULA Y ARTERIA PULMONAR,300.0,quirurgico
359401,359402,CREACION DE FISTULAS SISTEMICO-PULMONARES,300.0,quirurgico
359402,359403,DERIVACION CAVO- PULMONAR TOTAL [FONTAN],300.0,quirurgico
359403,359404,DERIVACION CAVO SUPERIOR A ARTERIA PULMONAR [GLENN CLASICO O BIDIRECCIONAL],300.0,quirurgico
359404,359405,"DERIVACION CAVO SUPERIOR- PULMONAR, DEJANDO FLUJO ANTEROGRADO (REPARO UNO Y MEDIO VENTRICULAR)",300.0,quirurgico
359405,359700,CERCLAJE DE ARTERIA PULMONAR SOD,300.0,quirurgico
05601,373600,EXTRACCION DE CUERPO EXTRAÑO INTRACARDIACO SOD,310.0,quirurgico
373600,373700,EXTRACCION DE CUERPO EXTRAÑO INTRAPERICARDICO SOD,150.0,quirurgico
373700,373103,ESCISIÓN DE QUISTE O TUMOR PERICARDICO,150.0,quirurgico
373103,373301,ESCISION DE TUMOR DEL CORAZON (75),400.0,quirurgico
373301,373303,RESECCION ENDOMIOCARDICA (75),400.0,quirurgico
373303,373100,PERICARDIECTOMIA SOD,240.0,quirurgico
373100,373200,ESCISION DE ANEURISMA DE CORAZON SOD,400.0,quirurgico
373200,371200,PERICARDIOTOMIA SOD (144),100.0,quirurgico
371200,374300,PERICARDIORRAFIA SOD,125.0,quirurgico
374300,351100,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA AORTICA VIA ABIERTA SOD",450.0,quirurgico
351100,352100,REEMPLAZO DE LA VALVULA AORTICA CON PROTESIS MECANICA O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
352100,352600,REEMPLAZO DE LA VALVULA AORTICA Y AORTA ASCENDENTE SOD,680.0,quirurgico
352600,351200,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA MITRAL VIA ABIERTA SOD",425.0,quirurgico
351200,352200,REEMPLAZO DE VALVULA MITRAL CON PROTESIS O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
352200,351400,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA TRICUSPIDEA VIA ABIERTA SOD",400.0,quirurgico
351400,352700,REINTERVENCION POR DISFUNCION PROTESICA VALVULAR SIN REEMPLAZO O SUSTITUCION SOD,350.0,quirurgico
352700,352300,REEMPLAZO DE VALVULA TRICUSPIDE CON PROTESIS MECANICA O BIOPROTESIS (AUTOLOGA O HETEROLOGA) SOD,450.0,quirurgico
352300,351300,"COMISUROTOMIA, VALVULOTOMIA O VALVULOPLASTIA PULMONAR VIA ABIERTA SOD",385.0,quirurgico
351300,352400,REEMPLAZO O RECONSTRUCCION DE DOS O TRES VALVULAS SOD (199),500.0,quirurgico
352400,352500,REINTERVENCION PARA SUSTITUCIÓN DE PROTESIS VALVULARES SOD * (200),550.0,quirurgico
05641,355101,REPARACION DE DEFECTO DE TABIQUE INTERAURICULAR CON PROTESIS,370.0,quirurgico
355101,356100,ATRIOSEPTOPLASTIA CON INJERTO (PARCHE) DE TEJIDO SOD *,370.0,quirurgico
356100,356101,REPARACION DE DEFECTO INTERAURICULAR CON SUTURA CONTINUA,370.0,quirurgico
356101,355201,REPARACION DE DEFECTO DE TABIQUE INTERVENTRICULAR CON PROTESIS,400.0,quirurgico
355201,356201,"REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE AURICULA DERECHA, VENTRICULOTOMIA DERECHA O ARTERIOTOMIA PULMONAR O AORTICA",400.0,quirurgico
356201,356202,REPARACION DE DEFECTO INTERVENTRICULAR CON PARCHE A TRAVES DE VENTRICULOTOMIA IZQUIERDA,400.0,quirurgico
356202,358800,CORRECCION TOTAL DE TRANSPOSICION DE GRANDES VASOS SOD *,550.0,quirurgico
358800,358801,TRANSPOSICION DEL RETORNO VENOSO CON PARCHE O SEPTACION INTERAURICULAR [MUSTARD Y SENNING],550.0,quirurgico
358801,358802,TRANSPOSICION ARTERIAL CON REIMPLANTE DE CORONARIAS [JATENE],550.0,quirurgico
358802,358002,"REPARACION DE CANAL ATRIO-VENTRICULAR COMPLETO ( RASTELLY A, B, C)",550.0,quirurgico
358002,358101,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE RAMAS PULMONARES,550.0,quirurgico
358101,358102,REPARACION TRANSATRIAL DE LA TETRALOGIA DE FALLOT CON ESTENOSIS PULMONAR,550.0,quirurgico
358102,358103,REPARACION TRANSVENTRICULAR DE LA TETRALOGIA DE FALLOT,550.0,quirurgico
358103,358104,REPARACION DE TETRALOGIA DE FALLOT CON ESTENOSIS DE BIFURCACION DEL TRONCO PULMONAR,550.0,quirurgico
358104,358105,REPARACION DE TETRALOGIA DE FALLOT CON CORONARIA ANOMALA ( DESCENDENTE ANTERIOR ORIGINADA DE LA CORONARIA DERECHA),550.0,quirurgico
358105,358106,REPARACION DE TETRALOGIA DE FALLOT CON FISTULA SISTEMICO PULMONAR PREVIA,550.0,quirurgico
358106,358201,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL SUPRACARDIACO,550.0,quirurgico
358201,358202,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL INFRACARDIACO,550.0,quirurgico
358202,358203,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A SENO CORONARIO O INTRACARDIACO,550.0,quirurgico
358203,358204,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A AURICULA DERECHA,550.0,quirurgico
358204,358205,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL A VENA INFRADIAFRAGMATICA,550.0,quirurgico
358205,358206,REPARACION COMPLETA DE DRENAJE VENOSO PULMONAR ANOMALO TOTAL MIXTO,550.0,quirurgico
358206,358207,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES DERECHAS A VENA CAVA SUPERIOR,550.0,quirurgico
358207,358208,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES DERECHAS A VENA CAVA INFERIOR,550.0,quirurgico
358208,358209,REPARACION DE DRENAJE VENOSO PULMONAR ANOMALO PARCIAL DE VENAS PULMONARES IZQUIERDA A VENA INNOMINADA,550.0,quirurgico
358209,358306,REPARO DEL TRUNCUS ARTERIOSO CON HOMOINJERTO O CON TEJIDO AUTOLOGO,550.0,quirurgico
358306,358307,REPARO DEL TRUNCUS ARTERIOSO CON CONDUCTO EXTERNO,550.0,quirurgico
358307,358308,REPARO DEL TRUNCUS ARTERIOSO CON PARCHE PERICARDICO DEJANDO ARTERIA PULMONAR ANTERIOR A LA AORTA [LECOMPTE],550.0,quirurgico
358308,358401,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO Y CONEXION ATRIOVENTRICULAR CONCORDANTE O DISCORDANTE,550.0,quirurgico
358401,358402,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO CON ESTENOSIS PULMONAR,550.0,quirurgico
358402,358403,REPARO DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO E HIPOPLASIA DEL VENTRICULO DERECHO,550.0,quirurgico
358403,358501,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV SUBAORTICA Y ESTENOSIS PULMONAR,550.0,quirurgico
358501,358502,REPARO DE DEFECTO VENTRICULAR POR TRANSPOSICION AORTA CABALGAMIENTO PULMONAR [CORAZÓN DE TAUSSING- BING],550.0,quirurgico
358502,358503,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV DOBLE/ RELACIONADA,550.0,quirurgico
358503,358504,REPARODEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CIV NO RELACIONADA,550.0,quirurgico
358504,358505,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON CANAL AV,550.0,quirurgico
358505,358506,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON L- MALPOSICION DE LA AORTA,550.0,quirurgico
358506,358507,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO Y CONEXIÓN ATRIOVENTRICULAR DISCORDANTE,550.0,quirurgico
358507,358508,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO CON ESTENOSIS PULMONAR,550.0,quirurgico
358508,358509,REPARO DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO SIN ESTENOSIS PULMONAR,550.0,quirurgico
358509,358510,REPARO INTRAVENTRICULAR DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO,550.0,quirurgico
358510,359502,REINTERVENCION POR CARDIOPATIAS CONGENITAS COMPLEJAS,570.0,quirurgico
359502,374100,CARDIORRAFIA SOD *,150.0,quirurgico
374100,374200,REPARACION DE CORAZON POR RUPTURA POSTINFARTO SOD *,400.0,quirurgico
374200,360300,ANGIOPLASTIA DE ARTERIA CORONARIA CON TORAX ABIERTO SOD *,300.0,quirurgico
360300,361100,ANASTOMOSIS AORTOCORONARIA DE UNA ARTERIA CORONARIA SOD * (13),470.0,quirurgico
361100,361200,ANASTOMOSIS AORTOCORONARIAO DE DOS ARTERIAS CORONARIAS SOD * (13),470.0,quirurgico
361200,361300,ANASTOMOSIS AORTOCORONARIAO DE TRES ARTERIAS CORONARIAS SOD * (13),470.0,quirurgico
361300,361400,ANASTOMOSIS AORTOCORONARIAO DE CUATRO O MAS ARTERIAS CORONARIAS SOD* (13),490.0,quirurgico
361400,361501,"ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR ESTERNOTOMIA O TORACOTOMIA (13)",470.0,quirurgico
361501,361701,ANASTOMOSIS CORONARIA PARA REVASCULARIZACION CARDIACA DE UNO O MAS VASOS CON VENA SAFENA POR ESTERNOTOMIA O TORACOTOMIA (13),470.0,quirurgico
361701,362100,REVASCULARIZACION CARDIACA POR IMPLANTACION DE ARTERIA RADIAL SOD (14),520.0,quirurgico
362100,362200,REVASCULARIZACION CARDIACA POR IMPLANTACION DE ARTERIA GASTROEPIPLOICA SOD * (14),520.0,quirurgico
362200,362300,REVASCULARIZACION CARDIACA POR IMPLANTACION DE OTRAS ARTERIAS SOD (14),520.0,quirurgico
362300,363200,REINTERVENCION DE REVASCULARIZACION CARDIACA ( DERIVACION O PUENTES CORONARIOS) SOD * (145),550.0,quirurgico
363200,369200,REPARACION O CIERRE DE FISTULA AORTO-CORONARIA SOD,350.0,quirurgico
369200,377401,INSERCION O SUSTITUCION DE ELECTRODO EPICARDICO POR ESTERNOTOMIA O TORACOTOMIA (146),350.0,quirurgico
377401,376100,IMPLANTACION DE BALON CONTRAPULSACION SOD (344),100.0,quirurgico
376100,373302,RESECCION ABIERTA DE HACES ANOMALOS DEL SISTEMA DE CONDUCCION (75),450.0,quirurgico
373302,379401,IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR POR VIA INFRACLAVICULAR,180.0,quirurgico
379401,379402,IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR POR VIA SUBCUTANEA (SUBPECTORAL),180.0,quirurgico
379402,359501,"REINTERVENCION POR SANGRADO, DESPUES DE CIRUGIA CARDIACA",150.0,quirurgico
359501,375100,TRASPLANTE CARDIACO SOD,1200.0,quirurgico
375100,375200,OBTENCIÓN DEL CORAZON ( DONANTE) SOD,500.0,quirurgico
06100,342000,TORACENTESIS DIAGNÓSTICA SOD,35.0,quirurgico
342000,340101,TORACENTESIS DE DRENAJE O DESCOMPRESIVA,45.0,quirurgico
340101,340400,TORACOSTOMÍA PARA DRENAJE CERRADO [TUBO DE TÓRAX] SOD,40.0,quirurgico
340400,340200,TORACOTOMIA EXPLORATORIA SOD,95.0,quirurgico
340200,343401,EXTRACCION DE CUERPO EXTRAÑO DE MEDIASTINO POR TORACOTOMIA CON O SIN RESECCION DE COSTILLA,120.0,quirurgico
343401,344101,ESCISION O ABLACIÓN DE LESION DE PARED TORACICA POR TORACOTOMIA,90.0,quirurgico
344101,344300,EXTRACCIÓN DE CUERPO EXTRAÑO EN PARED TORÁCICA SOD,95.0,quirurgico
344300,397500,EXPLORACION DE VASOS TORACICOS SOD,95.0,quirurgico
397500,340300,TORACOSTOMÍA ABIERTA CON RESECCION COSTAL SOD,120.0,quirurgico
340300,330101,"EXTRACCIÓN DE CUERPO EXTRAÑO EN BRONQUIO O PULMON, VIA ABIERTA (345)",140.0,quirurgico
330101,334302,"REPARACION DE LACERACION PULMONAR CON CONTROL DE HEMORRAGIA, POR TORACOTOMIA",200.0,quirurgico
334302,779131,RESECCIÓN TOTAL DE COSTILLA O COSTOCONDRECTOMÍA (UNA O MAS),120.0,quirurgico
779131,347001,RECONSTRUCCION DE PARED TORACICA ANTERIOR CON COLGAJO (MUSCULAR O DE EPIPLON),280.0,quirurgico
347001,347200,CIERRE DE TORACOSTOMÍA ABIERTA SOD,120.0,quirurgico
347200,349400,CONTROL DE HEMORRAGIA DESPUES DE INTERVENCIONES INTRATORÁCICAS SOD,200.0,quirurgico
349400,347600,TORACOPLASTIA EXTRAPLEURAL SOD,200.0,quirurgico
347600,347300,TORACOPLASTIA CON CIERRE DE FÍSTULA BRONCOPLEURAL SOD,250.0,quirurgico
347300,347000,RECONSTRUCCION DE LA PARED TORACICA SOD,120.0,quirurgico
347000,776109,RESECCION TUMOR BENIGNO DE TORAX (REJA COSTAL Y ESTERNON),100.0,quirurgico
776109,779105,RESECCIÓN TOTAL DE ESTERNON,155.0,quirurgico
779105,776110,RESECCION TUMOR MALIGNO DE TORAX (REJA COSTAL Y ESTERNON),100.0,quirurgico
776110,347500,REPARACION DE DEFORMIDAD DE PECTUS SOD,190.0,quirurgico
347500,341101,EXPLORACION Y DRENAJE DE MEDIASTINO POR MEDIASTINOTOMÍA,120.0,quirurgico
341101,343201,RESECCIÓN DE QUISTE O TUMOR BENIGNO DEL MEDIASTINO POR TORACOTOMIA,150.0,quirurgico
343201,343300,RESECCIÓN DE TUMOR MALIGNO DEL MEDIASTINO SOD,160.0,quirurgico
343300,343301,RESECCIÓN DE TUMOR MALIGNO DEL MEDIASTINO POR TORACOTOMIA (15),250.0,quirurgico
343301,343302,RESECCIÓN DE TUMOR MALIGNO DEL MEDIASTINO POR ESTERNOTOMIA (15),250.0,quirurgico
343302,078100,ESCISIÓN PARCIAL DE TIMO SOD,170.0,quirurgico
078100,078200,ESCISIÓN TOTAL DE TIMO SOD,190.0,quirurgico
078200,347801,RECONSTRUCCION DEL ESTERNON CON INTERPOSICION DE MUSCULOS,220.0,quirurgico
347801,347802,RECONSTRUCCION DEL ESTERNON CON INTERPOSICION DE PROTESIS,200.0,quirurgico
347802,974300,RETIRO DE SUTURAS DE TORAX ( RETIRO DE PUNTOS) SOD,50.0,quirurgico
974300,347400,CERCLAJE ESTERNAL SOD,100.0,quirurgico
347400,345100,PLEURECTOMÍA PARIETAL SOD,130.0,quirurgico
345100,349201,PLEURODESIS QUÍMICA (346),80.0,quirurgico
349201,345300,DECORTICACIÓN PULMONAR SOD,150.0,quirurgico
06202,320001,RESECCIÓN O ABLACIÓN DE LESION O TEJIDO EN BRONQUIO CON BRONCOPLASTIA VÍA ABIERTA,200.0,quirurgico
320001,334400,RECONSTRUCCION DE BRONQUIO (BRONCOPLASTIA) SOD,140.0,quirurgico
334400,334100,SUTURA DE LACERACION BRONQUIAL SOD,140.0,quirurgico
334100,334202,CIERRE DE BRONCOSTOMIA,140.0,quirurgico
334202,334201,CIERRE DE FÍSTULA BRONCOCUTÁNEA O BRONCOPLEURAL,230.0,quirurgico
06311,324200,LOBECTOMÍA TOTAL PULMONAR SOD,200.0,quirurgico
324200,323100,LOBECTOMIA SEGMENTARIA ( LOBECTOMIA PARCIAL O RESECCION EN CUÑA) SOD,150.0,quirurgico
323100,325100,NEUMONECTOMÍA SIMPLE SOD,185.0,quirurgico
325100,325200,NEUMONECTOMÍA RADICAL SOD,250.0,quirurgico
325200,347005,RECONSTRUCCION DE LA PARED TORACICA CON PROTESIS,200.0,quirurgico
347005,325300,NEUMONECTOMÍA CON DECORTICACION CONCOMITANTE (PLEURONEUMONECTOMIA) SOD,300.0,quirurgico
325300,322100,RESECCIÓN O PLICATURA DE BULAS SOD,150.0,quirurgico
322100,322200,REDUCCIÓN QUIRURGICA DE VOLUMEN PULMONAR SOD,200.0,quirurgico
322200,334301,NEUMORRAFIA SIMPLE,130.0,quirurgico
06330,335100,TRASPLANTE UNILATERAL DE PULMON SOD,1500.0,quirurgico
335100,335200,TRASPLANTE BILATERAL DE PULMON SOD,2500.0,quirurgico
335200,325400,OBTENCIÓN PULMONAR PARA TRANSPLANTE SOD (185),1200.0,quirurgico
325400,336100,TRANSPLANTE DE PULMON CORAZON SOD,2500.0,quirurgico
336100,325500,OBTENCIÓN DE CORAZÓN-PULMON SOD,1200.0,quirurgico
325500,420100,DRENAJE DE COLECCIÓN DE ESÓFAGO POR ESOFAGOTOMIA SOD,100.0,quirurgico
420100,427100,ESOFAGOTOMIA CERVICAL CON MIOTOMIA SOD,110.0,quirurgico
427100,427200,ESOFAGOTOMIA TRANSTORACICA CON MIOTOMIA SOD,200.0,quirurgico
427200,427300,ESOFAGOTOMIA CON MIOTOMIA EN ESPIRAL SOD,200.0,quirurgico
427300,421100,ESOFAGOSTOMÍA CON MIOTOMIA CERVICAL SOD,160.0,quirurgico
421100,425000,ANASTOMOSIS DE ESOFAGO VIA INTRATORACICA Y/O CERVICAL SOD,200.0,quirurgico
425000,428300,CIERRE DE ESOFAGOSTOMIA SOD,125.0,quirurgico
428300,429401,"EXTRACCIÓN DE CUERPO EXTRAÑO O LESIÓN LOCALIZADA EN ESÓFAGO CON REPARO PRIMARIO, VIA CERVICAL",150.0,quirurgico
429401,429402,"EXTRACCIÓN DE CUERPO EXTRAÑO O LESIÓN LOCALIZADA EN ESÓFAGO CON REPARO PRIMARIO, VIA TRANSTORACICA",200.0,quirurgico
429402,423101,DIVERTICULECTOMÍA DE ESÓFAGO VIA CERVICAL,150.0,quirurgico
423101,423102,DIVERTICULECTOMÍA DE ESÓFAGO VIA TRANSTORACICA,200.0,quirurgico
423102,423201,RESECCIÓN DE TUMOR DE ESÓFAGO VIA CERVICAL,150.0,quirurgico
423201,423202,RESECCIÓN DE TUMOR DE ESÓFAGO POR TORACOTOMIA,200.0,quirurgico
423202,423203,RESECCIÓN DE TUMOR DE ESÓFAGO VIA ABDOMINAL,200.0,quirurgico
423203,295500,DIVERTICULOPEXIA DE LA HIPOFARINGE SOD,90.0,quirurgico
295500,424100,ESOFAGECTOMIA PARCIAL SOD (191),250.0,quirurgico
424100,424200,ESOFAGECTOMÍA TOTAL SOD (191) (202),280.0,quirurgico
424200,425502,RECONSTRUCCION ESOFAGICA INTRATORACICA CON INTERPOSICION DE COLON VIA TORACOABDOMINAL Y CERVICAL,200.0,quirurgico
425502,425501,RECONSTRUCCION ESOFAGICA INTRATORACICA CON INTERPOSICION DE COLON VIA ABDOMINAL Y CERVICAL,200.0,quirurgico
425501,426101,RECONSTRUCCION ESOFAGICA ANTE -ESTERNAL CON INTERPOSICION DE COLON,200.0,quirurgico
426101,426102,RECONSTRUCCION ESOFAGICA ANTE -ESTERNAL CON INTERPOSICION DE INTESTINO DELGADO,200.0,quirurgico
426102,426103,RECONSTRUCCION ESOFAGICA ANTE -ESTERNAL CON OTRA INTERPOSICION NCOC **,185.0,quirurgico
426103,425300,ANASTOMOSIS ESOFAGICA VIA INTRATORACICA Y/O CERVICAL CON INTERPOSICION DEL INTESTINO DELGADO SOD,185.0,quirurgico
425300,425100,ESOFAGOESOFAGOSTOMIA VIA INTRATORACICA Y/O CERVICAL SOD,185.0,quirurgico
425100,439300,ESOFAGOGASTRECTOMIA SOD,205.0,quirurgico
06450,317301,CIERRE DE FÍSTULA TRAQUEOESOFAGICA CON ANASTOMOSIS ESOFÁGICA E INTERPOSICION DE TEJIDO MEDIASTINAL,200.0,quirurgico
317301,428201,ESOFAGORRAFIA POR CERVICOTOMIA,150.0,quirurgico
428201,428202,ESOFAGORRAFIA POR TORACOTOMIA,150.0,quirurgico
428202,429101,LIGADURA DE VARICES ESOFAGICAS VIA TRANSTORACICA,170.0,quirurgico
429101,429102,LIGADURA DE VARICES ESOFAGICAS POR TRANSECCION GASTRICA,170.0,quirurgico
429102,427401,ESOFAGOCARDIO MIOTOMIA ABDOMINAL O TORACICA [HELLER] VIA ABIERTA,200.0,quirurgico
